管理處名稱,工作站,名稱,採樣日期,水溫°C,pH值,EC(μS/cm),備註,版本日期
宜蘭管理處,五結站,龍德八號抽水機取水口,2023/1/7,19.8,7.59,288,,202301
宜蘭管理處,五結站,四結支線B5分線,2023/1/7,18.6,8.1,375,,202301
宜蘭管理處,五結站,二結支線第一分線上游,2023/1/7,18.3,7.98,380,,202301
宜蘭管理處,五結站,協和十一之一主給,2023/1/7,19.1,7.82,326,,202301
宜蘭管理處,五結站,五結支線一分線,2023/1/7,19,7.87,367,,202301
宜蘭管理處,五結站,五結支線三分線,2023/1/7,19,7.61,362,,202301
宜蘭管理處,冬山站,陳進財圳取水口,2023/1/9,21,7.1,256,,202301
宜蘭管理處,冬山站,公埔圳取水口,2023/1/9,21.4,6.7,168,,202301
宜蘭管理處,冬山站,珍珠第一抽水機抽水口,2023/1/9,21.5,7.13,422,,202301
宜蘭管理處,冬山站,八仙圳取水口,2023/1/9,21.7,7.2,243,,202301
宜蘭管理處,冬山站,砂仔港圳取水口,2023/1/9,21.2,7.26,242,,202301
宜蘭管理處,冬山站,武淵圳取水口,2023/1/9,21.8,7.12,281,,202301
宜蘭管理處,冬山站,朱九圳取水口,2023/1/9,22.1,6.92,244,,202301
宜蘭管理處,冬山站,莊錦發圳取水口,2023/1/9,22.3,6.85,253,,202301
宜蘭管理處,冬山站,張火盛圳取水口,2023/1/9,22.1,7.07,238,,202301
宜蘭管理處,冬山站,八寶圳取水口,2023/1/9,21.2,7.23,256,,202301
宜蘭管理處,冬山站,順安圳取水口,2023/1/9,22.2,7.11,244,,202301
宜蘭管理處,冬山站,珍珠第二抽水機抽水口,2023/1/9,21.9,7.46,195,,202301
宜蘭管理處,冬山站,梅花排水(補助水源),2023/1/9,22.1,7.11,306,,202301
宜蘭管理處,冬山站,十三份圳取水口,2023/1/9,21.1,7.1,120,,202301
宜蘭管理處,冬山站,八寶湧泉圳第一幹線取水口,2023/1/9,22.4,6.9,189,,202301
宜蘭管理處,冬山站,八寶湧泉圳第二幹線取水口,2023/1/9,22,6.96,255,,202301
宜蘭管理處,冬山站,莊錦發圳一、二支水門取水口,2023/1/9,22.3,7.03,284,,202301
宜蘭管理處,冬山站,十六份圳二號抽水機取水口,2023/1/9,21.6,7.29,268,,202301
宜蘭管理處,冬山站,南富一號抽水機取水口,2023/1/9,21.8,7.04,284,,202301
宜蘭管理處,冬山站,林寶春圳南富七主給取水口,2023/1/9,22.1,7.3,166,,202301
宜蘭管理處,冬山站,冬山圳幹線取水口,2023/1/9,20.8,7.6,133,,202301
宜蘭管理處,冬山站,八寶圳下游,2023/1/9,20.9,7.25,243,,202301
宜蘭管理處,冬山站,林寶春支線6主給取水口,2023/1/9,21,7.35,233,,202301
宜蘭管理處,冬山站,南富一中排取水口,2023/1/9,20.8,7.3,170,,202301
宜蘭管理處,冬山站,林吉記支線二分線取水口,2023/1/9,20.7,7.47,261,,202301
宜蘭管理處,冬山站,林寶春第一、二支取水口,2023/1/9,20.9,7.23,237,,202301
宜蘭管理處,冬山站,南富八主給取水口,2023/1/9,21.9,7.3,307,,202301
宜蘭管理處,冬山站,北富一主給取水口,2023/1/9,20.9,7.26,240,,202301
宜蘭管理處,冬山站,順安圳幹線(太員順安區二主給),2023/1/9,22.1,7.01,239,,202301
宜蘭管理處,冬山站,南富3號抽水機取水口,2023/1/9,21.8,7.33,245,,202301
宜蘭管理處,冬山站,順安分線取水口,2023/1/9,22,7.03,250,,202301
宜蘭管理處,冬山站,龍德5號抽水機取水口,2023/1/9,21.3,6.76,666,,202301
宜蘭管理處,冬山站,龍德7號抽水機取水口,2023/1/9,20.9,7.35,225,,202301
宜蘭管理處,冬山站,奇武荖抽水機取水口,2023/1/10,23,7.55,307,,202301
宜蘭管理處,蘇澳站,金豐萬圳取水口,2023/1/10,19.7,8.39,122,,202301
宜蘭管理處,蘇澳站,金豐萬圳幹線一支線下游,2023/1/10,19.8,8.17,137,,202301
宜蘭管理處,蘇澳站,糞箕湖圳幹線隘丁支線上游,2023/1/10,19.8,7.84,121,,202301
宜蘭管理處,蘇澳站,糞箕湖圳幹線隘丁支線下游,2023/1/10,19.9,7.3,176,,202301
宜蘭管理處,蘇澳站,龍德二號抽水機抽水口,2023/1/10,19.9,7.05,291,,202301
宜蘭管理處,蘇澳站,龍德四號抽水機抽水口,2023/1/10,19.9,7.16,452,,202301
宜蘭管理處,蘇澳站,大南澳圳第一幹線取水口,2023/1/10,19.3,8.25,191,,202301
宜蘭管理處,蘇澳站,大南澳圳第二幹線取水口,2023/1/10,19.3,8.11,189,,202301
宜蘭管理處,蘇澳站,大南澳圳第三幹線取水口,2023/1/10,19.4,8.43,220,,202301
宜蘭管理處,蘇澳站,隆恩圳取水口,2023/1/10,19.7,6.69,638,,202301
宜蘭管理處,蘇澳站,隆恩排水中游(隆恩排水制水門),2023/1/10,19.8,7.76,307,,202301
宜蘭管理處,蘇澳站,馬賽中排上游(馬賽中排制水門),2023/1/10,19.5,7.54,394,,202301
宜蘭管理處,蘇澳站,馬賽排水中游(馬賽大排制水門),2023/1/10,19.8,7.91,336,,202301
宜蘭管理處,蘇澳站,馬賽排水上游(新馬4-5小排),2023/1/10,19.7,7.71,125,,202301
宜蘭管理處,蘇澳站,金豐萬圳下游(金豐萬圳幹線新馬六主給),2023/1/10,20,7.73,133,,202301
宜蘭管理處,蘇澳站,港口排水上游(下埤排水制水門),2023/1/10,19.9,7.25,153,,202301
宜蘭管理處,頭城站,大坑罟抽水機抽水口,2023/3/9,21.8,7.37,459,,202302
宜蘭管理處,頭城站,新興湧泉幹線引水口,2023/3/9,20,7.21,148,,202302
宜蘭管理處,頭城站,福德坑圳幹線取水口,2023/3/9,20.6,7.11,155,,202302
宜蘭管理處,頭城站,金面圳金面第一幹線取水口,2023/3/9,20.5,7.25,171,,202302
宜蘭管理處,頭城站,北門坑圳幹線取水口,2023/3/9,19.9,7.08,130,,202302
宜蘭管理處,頭城站,抵美簡圳幹線取水口,2023/3/9,22.3,7.32,288,,202302
宜蘭管理處,頭城站,猴洞坑圳幹線取水口,2023/3/9,20.4,7.4,102,,202302
宜蘭管理處,頭城站,白石腳湧泉第二幹線取水口,2023/3/9,21.5,7.13,206,,202302
宜蘭管理處,頭城站,白石腳湧泉第一幹線取水口,2023/3/9,22,7.07,321,,202302
宜蘭管理處,頭城站,玉泉圳第二幹線取水口,2023/3/9,21.9,7.14,399,,202302
宜蘭管理處,頭城站,湯圍湧泉幹線取水口,2023/3/9,22.6,7.3,610,,202302
宜蘭管理處,頭城站,六結圳幹線礁溪六結一主給取水口,2023/3/9,21.2,6.77,207,,202302
宜蘭管理處,頭城站,五股圳幹線礁溪1-17小給取水口,2023/3/9,21.5,6.74,276,,202302
宜蘭管理處,頭城站,玉泉圳第二幹線礁溪白雲二主給取水口,2023/3/9,22,7.05,365,,202302
宜蘭管理處,頭城站,湯圍湧泉幹線四支線湯圍1-2小給取水口,2023/3/9,23,7.11,297,,202302
宜蘭管理處,頭城站,金面圳金面第二幹線二主給2小給取水口,2023/3/9,20.2,7.35,244,,202302
宜蘭管理處,頭城站,金面第四湧泉圳取水口,2023/3/9,20.4,6.85,207,,202302
宜蘭管理處,礁溪站,辛永安圳取水口,2023/3/13,19.5,7.18,206,,202302
宜蘭管理處,礁溪站,黃德記圳取水口,2023/3/8,21.9,7.31,242,,202302
宜蘭管理處,礁溪站,林源春圳取水口,2023/3/13,20.1,7.08,297,,202302
宜蘭管理處,礁溪站,茅埔圳取水口,2023/3/13,19,7.22,285,,202302
宜蘭管理處,礁溪站,大坡圳(龍潭湖)取水口,2023/3/13,18.9,7.52,150,,202302
宜蘭管理處,礁溪站,四結佃圳上游,2023/3/13,19.1,7.32,195,,202302
宜蘭管理處,礁溪站,四結佃圳下游,2023/3/13,20.3,7.22,198,,202302
宜蘭管理處,礁溪站,金長源圳上游,2023/3/13,18.4,7.58,151,,202302
宜蘭管理處,礁溪站,金長源圳下游,2023/3/13,18.5,7.62,153,,202302
宜蘭管理處,礁溪站,金慶安圳取水口,2023/3/8,24.6,7.24,223,,202302
宜蘭管理處,礁溪站,七結湧泉圳上游,2023/3/13,17.3,7.08,179,,202302
宜蘭管理處,礁溪站,柴圍佃圳取水口,2023/3/8,22.5,7.23,248,,202302
宜蘭管理處,礁溪站,民生圳取水口,2023/3/13,19.1,6.94,223,,202302
宜蘭管理處,礁溪站,三民四中排(補助水源),2023/3/13,19.5,7.1,199,,202302
宜蘭管理處,礁溪站,李寶興排水,2023/3/8,22.8,7.36,172,,202302
宜蘭管理處,礁溪站,充公支線塭底分線上游,2023/3/13,18.1,7.04,238,,202302
宜蘭管理處,礁溪站,七結抽水機取水口,2023/3/13,18,7.63,308,,202302
宜蘭管理處,礁溪站,朝陽4號抽水機取水口,2023/3/13,19.8,7.19,294,,202302
宜蘭管理處,礁溪站,玉田1號抽水機取水口,2023/3/13,19.5,7.05,329,,202302
宜蘭管理處,礁溪站,玉田2號抽水機取水口,2023/3/13,18.2,7.11,328,,202302
宜蘭管理處,礁溪站,辛永安圳上游(二結排水一結革新二中排茭白9小排),2023/3/8,21.6,7.3,208,,202302
宜蘭管理處,礁溪站,茅埔抽水機取水口,2023/3/13,19.2,7.1,288,,202302
宜蘭管理處,礁溪站,民權抽水機取水口,2023/3/13,19.2,7.29,301,,202302
宜蘭管理處,礁溪站,朝陽2號抽水機取水口,2023/3/13,19.5,7.19,309,,202302
宜蘭管理處,礁溪站,民生圳幹線下游(瑪僯12-6小排),2023/3/13,18.6,7.24,445,,202302
宜蘭管理處,礁溪站,充公支線塭底分線下游,2023/3/13,19.4,7.33,237,,202302
宜蘭管理處,礁溪站,李寶興排水下游(三民8-2小給),2023/3/13,20.4,7,269,,202302
宜蘭管理處,礁溪站,茅埔排水下游,2023/3/13,19.5,7.07,313,,202302
宜蘭管理處,礁溪站,李寶興圳幹線上游,2023/3/13,17.4,7.35,163,,202302
宜蘭管理處,礁溪站,李寶興圳幹線下游,2023/3/13,18.3,7.33,175,,202302
宜蘭管理處,礁溪站,三十九結抽水機取水口,2023/3/13,18.7,7.57,294,,202302
宜蘭管理處,礁溪站,茭白幹線上游,2023/3/13,19.3,7.14,225,,202302
宜蘭管理處,礁溪站,辛永安圳一支線中游,2023/3/13,18.8,7.27,342,,202302
宜蘭管理處,礁溪站,玉田支線取水門取水口,2023/3/13,19.3,7.18,242,,202302
宜蘭管理處,壯圍站,金同春圳上游,2023/3/8,21.1,7.54,185,,202302
宜蘭管理處,壯圍站,金同春圳下游,2023/3/8,20.8,7.46,230,,202302
宜蘭管理處,壯圍站,充館圳上游,2023/3/8,21.5,7.46,188,,202302
宜蘭管理處,壯圍站,公館支線分水門,2023/3/8,22.2,7.57,234,,202302
宜蘭管理處,壯圍站,新城圳取水口,2023/3/8,24.5,7.18,198,,202302
宜蘭管理處,壯圍站,二結湧泉圳引水口,2023/3/8,23.3,7.47,177,,202302
宜蘭管理處,壯圍站,十三股大排上游(補助水源),2023/3/8,22.8,7.77,256,,202302
宜蘭管理處,壯圍站,壯東第二大排(補助水源),2023/3/8,21.4,7.4,741,,202302
宜蘭管理處,壯圍站,壯東第三大排(補助水源),2023/3/8,21.8,7.12,289,,202302
宜蘭管理處,壯圍站,古亭排水(補助水源),2023/3/8,23.9,7.8,254,,202302
宜蘭管理處,壯圍站,梅洲第一幹線,2023/3/8,22.2,7.69,183,,202302
宜蘭管理處,壯圍站,梅洲第二幹線,2023/3/8,21.9,7.38,184,,202302
宜蘭管理處,壯圍站,梅洲第三幹線,2023/3/8,22.3,7.62,183,,202302
宜蘭管理處,壯圍站,梅洲第四幹線,2023/3/8,22.6,7.53,183,,202302
宜蘭管理處,壯圍站,充公支線,2023/3/8,22.4,7.48,232,,202302
宜蘭管理處,壯圍站,金同春圳導水路,2023/3/8,23.4,7.39,181,,202302
宜蘭管理處,壯圍站,壯東第一大排(輔助水源),2023/3/8,21.6,7.29,265,,202302
宜蘭管理處,壯圍站,充館圳幹線分水門,2023/3/8,20.9,7.33,230,,202302
宜蘭管理處,員山站,枕山圳上游,2023/3/13,17.1,8.02,191,,202302
宜蘭管理處,員山站,雷公埤圳取水口,2023/3/13,17.4,7.53,208,,202302
宜蘭管理處,員山站,隘界圳取水口,2023/3/13,17.2,7.75,118,,202302
宜蘭管理處,員山站,金大安圳取水口,2023/3/13,18.7,7.73,137,,202302
宜蘭管理處,員山站,鼻仔頭圳取水口,2023/3/13,18.5,7.5,202,,202302
宜蘭管理處,員山站,大三鬮圳取水口,2023/3/13,18.3,7.47,255,,202302
宜蘭管理處,員山站,內城圳取水口,2023/3/13,18.1,7.87,124,,202302
宜蘭管理處,員山站,內湖圳取水口,2023/3/13,19.1,7.46,348,,202302
宜蘭管理處,員山站,上深溝圳取水口,2023/3/13,18.2,8.25,401,,202302
宜蘭管理處,員山站,改良番仔圳取水口,2023/3/13,19.1,7.88,398,,202302
宜蘭管理處,員山站,深溝湧泉圳引水口,2023/3/13,18.9,7.99,339,,202302
宜蘭管理處,員山站,金覆興圳取水口,2023/3/13,18.8,8.04,356,,202302
宜蘭管理處,員山站,結頭份排水中游,2023/3/13,16.8,7.51,223,,202302
宜蘭管理處,員山站,茄苳林二排水下游,2023/3/13,17.9,7.62,153,,202302
宜蘭管理處,員山站,浮洲排水新洲子中排中游(第二制水門),2023/3/13,19,7.93,351,,202302
宜蘭管理處,員山站,浮洲排水新洲子中排中游(第一制水門),2023/3/13,18.9,7.87,372,,202302
宜蘭管理處,員山站,上深溝圳上游(一支線大安一分線),2023/3/13,18.2,8.21,393,,202302
宜蘭管理處,員山站,深溝排水中游(第三制水門),2023/3/13,19.1,7.68,344,,202302
宜蘭管理處,員山站,深溝排水上游(第一制水門),2023/3/13,19.3,7.66,333,,202302
宜蘭管理處,員山站,蓁巷排水深洲成功二中排下游,2023/3/13,18.3,7.88,434,,202302
宜蘭管理處,員山站,鼻仔頭圳幹線四支線,2023/3/13,18.5,7.57,200,,202302
宜蘭管理處,員山站,枕山圳下游(第二分水門),2023/3/13,17.6,7.82,194,,202302
宜蘭管理處,員山站,隘界圳中游(一支線),2023/3/13,17,8.04,121,,202302
宜蘭管理處,宜蘭站,三鬮圳幹線上游,2023/3/9,22.6,8.13,342,,202302
宜蘭管理處,宜蘭站,三鬮圳幹線下游,2023/3/9,23.2,7.58,295,,202302
宜蘭管理處,宜蘭站,溪洲圳上游,2023/3/9,22.7,7.5,353,,202302
宜蘭管理處,宜蘭站,溪洲圳中游,2023/3/9,22.8,7.45,351,,202302
宜蘭管理處,宜蘭站,美福大排(補助水源),2023/3/9,22.7,7.37,323,,202302
宜蘭管理處,宜蘭站,舊港大排(補助水源),2023/3/9,23.3,7.53,395,,202302
宜蘭管理處,宜蘭站,振興支線取水口,2023/3/9,21.3,7.55,288,,202302
宜蘭管理處,宜蘭站,金山支線上游(制水門),2023/3/9,23,7.89,284,,202302
宜蘭管理處,宜蘭站,員山支線四分線上游,2023/3/9,22.4,7.65,288,,202302
宜蘭管理處,宜蘭站,員山支線五分線上游,2023/3/9,23.1,7.7,285,,202302
宜蘭管理處,宜蘭站,宜壯振興支線下游,2023/3/9,22.6,7.1,281,,202302
宜蘭管理處,宜蘭站,石橋支線上游(制水門),2023/3/9,21.8,7.5,287,,202302
宜蘭管理處,宜蘭站,宜壯壯五支線A12分線上游,2023/3/9,23.3,7.58,324,,202302
宜蘭管理處,宜蘭站,四鬮支線下游(制水門),2023/3/9,22.7,7.64,342,,202302
宜蘭管理處,宜蘭站,三鬮圳幹線上游(宜員三泰2-1-6小給),2023/3/9,23.5,8.26,288,,202302
宜蘭管理處,宜蘭站,美福大排中游(宜壯振興A-2-7小排),2023/3/9,22.6,7.35,284,,202302
宜蘭管理處,三星站,叭哩沙圳幹線取水口,2023/3/13,17.3,8.2,534,,202302
宜蘭管理處,三星站,天送埤圳上游(天送埤圳幹線),2023/3/13,17.4,8.26,485,,202302
宜蘭管理處,三星站,破布烏圳幹線取水口,2023/3/13,17.4,8.25,480,,202302
宜蘭管理處,三星站,下湖圳幹線取水口,2023/3/13,17.4,8.19,477,,202302
宜蘭管理處,三星站,瓦窯圳幹線取水口,2023/3/13,17.4,8.23,471,,202302
宜蘭管理處,三星站,柑坑圳幹線取水口,2023/3/13,17.4,8.31,481,,202302
宜蘭管理處,三星站,月眉湖圳幹線取水口,2023/3/13,17.3,8.29,477,,202302
宜蘭管理處,三星站,張公圍圳幹線取水口,2023/3/13,17.4,8.34,478,,202302
宜蘭管理處,三星站,阿里史圳第一幹線取水口,2023/3/13,17.4,8.27,476,,202302
宜蘭管理處,三星站,萬富圳幹線取水口,2023/3/13,16.5,8.35,474,,202302
宜蘭管理處,三星站,阿里史圳第五幹線取水口,2023/3/13,16.5,8.38,473,,202302
宜蘭管理處,三星站,黃鳳鳴圳幹線取水口,2023/3/13,17.5,8.22,465,,202302
宜蘭管理處,三星站,大埔圳幹線取水口,2023/3/13,17.6,8.21,470,,202302
宜蘭管理處,三星站,大洲湧泉圳第一幹線取水口,2023/3/13,17.6,7.9,550,,202302
宜蘭管理處,三星站,大洲圳湧泉第二幹線取水口,2023/3/13,17.4,7.9,547,,202302
宜蘭管理處,三星站,大洲湧泉圳第三幹線取水口,2023/3/13,17.3,7.74,521,,202302
宜蘭管理處,三星站,中湧圳幹線取水口,2023/3/13,16.9,7.86,515,,202302
宜蘭管理處,三星站,金漳成圳幹線取水口,2023/3/13,17.7,8.02,539,,202302
宜蘭管理處,三星站,水車溝圳幹線取水口,2023/3/13,16.7,7.96,500,,202302
宜蘭管理處,三星站,月眉圳幹線中游,2023/3/13,17.5,8.34,462,,202302
宜蘭管理處,三星站,萬富圳幹線下游,2023/3/13,16.6,8.44,475,,202302
宜蘭管理處,三星站,三星排水下游(三星排水安農三大義五主給),2023/3/13,16.6,8.45,470,,202302
宜蘭管理處,三星站,中溪洲排水中游(中溪州大排三分線),2023/3/13,17.4,7.77,555,,202302
宜蘭管理處,三星站,三星排水中游(第一取水門),2023/3/13,16.4,8.4,468,,202302
宜蘭管理處,三星站,萬富大排中游(第一取水門),2023/3/13,16.7,8.24,478,,202302
宜蘭管理處,三星站,月眉圳幹線上游(月眉圳幹線四支線萬貴萬德6-8小給,2023/3/13,17.5,8.32,476,,202302
宜蘭管理處,三星站,三星排水上游(三星排水二號傾倒式制水門),2023/3/13,17.2,8.4,466,,202302
宜蘭管理處,三星站,月眉圳幹線中游(月眉圳四支二號傾倒式水門),2023/3/13,17.6,7.8,558,,202302
宜蘭管理處,三星站,張公圍排水中游(張公圍排水一號排水門),2023/3/13,17.6,8.28,473,,202302
宜蘭管理處,三星站,黃鳳鳴圳幹線上游(黃鳳鳴圳補給線制水門),2023/3/13,17.4,8.33,476,,202302
宜蘭管理處,三星站,大洲湧泉圳第六幹線下游(大洲湧泉圳第六幹線四分線),2023/3/13,16.7,7.89,543,,202302
宜蘭管理處,三星站,萬富圳幹線上游(萬富圳幹線行健導水路),2023/3/13,16.5,8.38,481,,202302
宜蘭管理處,三星站,水車溝圳幹線下游(安農二尾塹二主給4-4小給),2023/3/13,16.6,7.99,499,,202302
宜蘭管理處,羅東站,歪仔歪圳取水口,2023/3/13,17.2,7.68,130,,202302
宜蘭管理處,羅東站,打那岸圳取水口,2023/3/13,18.1,7.54,254,,202302
宜蘭管理處,羅東站,月眉圳取水口,2023/3/13,17.7,7.94,276,,202302
宜蘭管理處,羅東站,埔仔圳取水口,2023/3/13,17.9,7.42,388,,202302
宜蘭管理處,羅東站,金長安圳取水口,2023/3/13,18.4,7.49,249,,202302
宜蘭管理處,羅東站,冬螺圳取水口,2023/3/13,18,7.35,280,,202302
宜蘭管理處,羅東站,大光明圳取水口,2023/3/13,16.9,8.57,502,,202302
宜蘭管理處,羅東站,埔林圳取水口,2023/3/13,16.6,8.53,501,,202302
宜蘭管理處,羅東站,柯林圳第一幹線取水口,2023/3/13,17,7.92,495,,202302
宜蘭管理處,羅東站,柯林圳第二幹線取水口,2023/3/13,19.5,7.33,350,,202302
宜蘭管理處,羅東站,柯林圳第三幹線取水口,2023/3/13,17.5,8.03,515,,202302
宜蘭管理處,羅東站,柯湧圳取水口,2023/3/13,20.1,7.18,289,,202302
宜蘭管理處,羅東站,北成圳取水口,2023/3/13,19.7,7.35,126,,202302
宜蘭管理處,羅東站,四人埤圳取水口,2023/3/13,17.5,7.98,486,,202302
宜蘭管理處,羅東站,輕仔腳埤圳取水口,2023/3/13,17.5,8.18,240,,202302
宜蘭管理處,羅東站,雷公埤圳取水口,2023/3/13,18.8,7.57,167,,202302
宜蘭管理處,羅東站,柯林中排(補助水源),2023/3/13,17.5,7.89,453,,202302
宜蘭管理處,羅東站,柯林圳第五幹線取水口,2023/3/13,17.1,7.52,464,,202302
宜蘭管理處,羅東站,大光明圳下游,2023/3/13,17,8.55,495,,202302
宜蘭管理處,羅東站,埔林圳下游,2023/3/13,17.1,8.15,495,,202302
宜蘭管理處,羅東站,冬螺圳第二幹線取水口,2023/3/13,19.6,7.16,272,,202302
宜蘭管理處,羅東站,金長安二幹取水口,2023/3/13,18.6,7.61,254,,202302
宜蘭管理處,羅東站,冬螺湧泉圳取水口,2023/3/13,18.6,7.81,273,,202302
宜蘭管理處,羅東站,金長安二幹中興金2M主給取水口,2023/3/13,18,7.31,250,,202302
宜蘭管理處,羅東站,十六份圳幹線下游,2023/3/13,18.4,7.59,262,,202302
宜蘭管理處,五結站,四結支線下游,2023/3/6,20.8,7.93,398,,202302
宜蘭管理處,五結站,五股圳下游,2023/3/13,25,6.62,274,,202302
宜蘭管理處,五結站,五結支線下游,2023/3/6,20.6,7.81,371,,202302
宜蘭管理處,五結站,二結支線下游,2023/3/6,20.1,7.89,401,,202302
宜蘭管理處,五結站,萬長春圳取水口,2023/3/6,21,7.76,404,,202302
宜蘭管理處,五結站,林和源圳取水口,2023/3/6,19.7,7.69,318,,202302
宜蘭管理處,五結站,茅仔寮二號抽水機,2023/3/6,21.1,7.84,422,,202302
宜蘭管理處,五結站,大吉二號抽水機,2023/3/6,21.8,7.75,512,,202302
宜蘭管理處,五結站,龍德八號抽水機取水口,2023/3/6,23.1,7.47,216,,202302
宜蘭管理處,五結站,四結支線B5分線,2023/3/6,21,7.93,399,,202302
宜蘭管理處,五結站,二結支線第一分線上游,2023/3/6,20,7.95,400,,202302
宜蘭管理處,五結站,協和十一之一主給,2023/3/6,20.8,7.88,381,,202302
宜蘭管理處,五結站,五結支線一分線,2023/3/6,20.6,7.92,395,,202302
宜蘭管理處,五結站,五結支線三分線,2023/3/6,20.5,7.84,353,,202302
宜蘭管理處,冬山站,陳進財圳取水口,2023/3/8,20.4,7.25,175,,202302
宜蘭管理處,冬山站,公埔圳取水口,2023/3/8,20.6,7.23,173,,202302
宜蘭管理處,冬山站,珍珠第一抽水機抽水口,2023/3/8,22.7,7.33,223,,202302
宜蘭管理處,冬山站,八仙圳取水口,2023/3/8,21.3,7.03,272,,202302
宜蘭管理處,冬山站,砂仔港圳取水口,2023/3/8,22.4,6.82,264,,202302
宜蘭管理處,冬山站,武淵圳取水口,2023/3/8,22.1,7.24,286,,202302
宜蘭管理處,冬山站,朱九圳取水口,2023/3/8,22.4,6.98,246,,202302
宜蘭管理處,冬山站,莊錦發圳取水口,2023/3/8,22.6,6.97,254,,202302
宜蘭管理處,冬山站,張火盛圳取水口,2023/3/8,22.5,7.33,248,,202302
宜蘭管理處,冬山站,八寶圳取水口,2023/3/8,23.1,6.7,259,,202302
宜蘭管理處,冬山站,順安圳取水口,2023/3/8,21.6,6.94,260,,202302
宜蘭管理處,冬山站,珍珠第二抽水機抽水口,2023/3/8,21.3,7.42,248,,202302
宜蘭管理處,冬山站,梅花排水(補助水源),2023/3/8,22.5,8.05,487,,202302
宜蘭管理處,冬山站,十三份圳取水口,2023/3/8,19.8,7.48,120,,202302
宜蘭管理處,冬山站,八寶湧泉圳第一幹線取水口,2023/3/8,23.5,6.8,205,,202302
宜蘭管理處,冬山站,八寶湧泉圳第二幹線取水口,2023/3/8,22.6,7.45,257,,202302
宜蘭管理處,冬山站,莊錦發圳一、二支水門取水口,2023/3/8,22.7,7.85,270,,202302
宜蘭管理處,冬山站,十六份圳二號抽水機取水口,2023/3/8,23.5,8.48,265,,202302
宜蘭管理處,冬山站,南富一號抽水機取水口,2023/3/8,22.3,7.68,265,,202302
宜蘭管理處,冬山站,林寶春圳南富七主給取水口,2023/3/8,22.7,7.64,350,,202302
宜蘭管理處,冬山站,冬山圳幹線取水口,2023/3/8,19.1,7.55,160,,202302
宜蘭管理處,冬山站,八寶圳下游,2023/3/8,19.9,7.25,249,,202302
宜蘭管理處,冬山站,林寶春支線6主給取水口,2023/3/8,20.3,7.17,267,,202302
宜蘭管理處,冬山站,南富一中排取水口,2023/3/8,19.2,7.21,203,,202302
宜蘭管理處,冬山站,林吉記支線二分線取水口,2023/3/8,19.1,7.4,177,,202302
宜蘭管理處,冬山站,林寶春第一、二支取水口,2023/3/8,19.7,7.3,234,,202302
宜蘭管理處,冬山站,南富八主給取水口,2023/3/8,22,7.36,420,,202302
宜蘭管理處,冬山站,北富一主給取水口,2023/3/8,22,7.25,261,,202302
宜蘭管理處,冬山站,順安圳幹線(太員順安區二主給),2023/3/8,22.5,6.98,266,,202302
宜蘭管理處,冬山站,南富3號抽水機取水口,2023/3/8,22.4,7.28,329,,202302
宜蘭管理處,冬山站,順安分線取水口,2023/3/8,22.1,7.02,261,,202302
宜蘭管理處,冬山站,龍德5號抽水機取水口,2023/3/8,20,7.21,411,,202302
宜蘭管理處,冬山站,龍德7號抽水機取水口,2023/3/8,19,7.51,178,,202302
宜蘭管理處,冬山站,奇武荖抽水機取水口,2023/3/8,21.2,7.53,563,,202302
宜蘭管理處,蘇澳站,金豐萬圳取水口,2023/3/9,21.4,8.69,158,,202302
宜蘭管理處,蘇澳站,金豐萬圳幹線一支線下游,2023/3/9,21.4,8.57,158,,202302
宜蘭管理處,蘇澳站,糞箕湖圳幹線隘丁支線上游,2023/3/9,21.8,8.58,153,,202302
宜蘭管理處,蘇澳站,糞箕湖圳幹線隘丁支線下游,2023/3/9,22,7.46,228,,202302
宜蘭管理處,蘇澳站,龍德二號抽水機抽水口,2023/3/9,22.3,6.74,468,,202302
宜蘭管理處,蘇澳站,龍德四號抽水機抽水口,2023/3/9,22.3,7,541,,202302
宜蘭管理處,蘇澳站,大南澳圳第一幹線取水口,2023/3/9,21.5,8.45,224,,202302
宜蘭管理處,蘇澳站,大南澳圳第二幹線取水口,2023/3/9,21.5,8.61,226,,202302
宜蘭管理處,蘇澳站,大南澳圳第三幹線取水口,2023/3/9,21.6,8.39,230,,202302
宜蘭管理處,蘇澳站,隆恩圳取水口,2023/3/9,22.5,6.82,596,,202302
宜蘭管理處,蘇澳站,隆恩排水中游(隆恩排水制水門),2023/3/9,22.2,7.05,720,,202302
宜蘭管理處,蘇澳站,馬賽中排上游(馬賽中排制水門),2023/3/9,22.3,7.87,416,,202302
宜蘭管理處,蘇澳站,馬賽排水中游(馬賽大排制水門),2023/3/9,21.3,8.09,271,,202302
宜蘭管理處,蘇澳站,馬賽排水上游(新馬4-5小排),2023/3/9,21,8.49,158,,202302
宜蘭管理處,蘇澳站,金豐萬圳下游(金豐萬圳幹線新馬六主給),2023/3/9,21.8,7.84,168,,202302
宜蘭管理處,蘇澳站,港口排水上游(下埤排水制水門),2023/3/9,21.9,8.36,169,,202302
宜蘭管理處,頭城站,大坑罟抽水機抽水口,2023/5/16,28.5,7.21,458,,202303
宜蘭管理處,頭城站,新興湧泉幹線引水口,2023/5/16,25.4,7.86,185,,202303
宜蘭管理處,頭城站,福德坑圳幹線取水口,2023/5/16,24.2,7.8,191,,202303
